,date,text,compound,positive,negative,neutral,tokens
54,2020-08-17,"OKEx has confirmed a loss of approximately $5.6 million in Ethereum Classic (ETC) from two recent 51% attacks and is considering removing ETC from its exchanges.
Yet, as the cryptocurrency exchange … [+4402 chars]",-0.6369,0.0,0.148,0.852,"['okex', 'confirmed', 'loss', 'approximately', 'million', 'ethereum', 'classic', 'etc', 'two', 'recent', 'attacks', 'considering', 'removing', 'etc', 'exchangesyet', 'cryptocurrency', 'exchange', 'chars']"
55,2020-08-27,"Protocol of protocols Polkadot network is weeks away from the release of the first viable bridge to the Ethereum blockchain, according to today’s announcement from developer house Snowfork. The bridg… [+1471 chars]",0.0,0.0,0.0,1.0,"['protocol', 'protocols', 'polkadot', 'network', 'weeks', 'away', 'release', 'first', 'viable', 'bridge', 'ethereum', 'blockchain', 'according', 'todays', 'announcement', 'developer', 'house', 'snowfork', 'bridg', 'chars']"
56,2020-08-19,"Data provider Chainlink will provide decentralized weather data for insurance startup Arbol, according to a blog shared with CoinDesk.
Arbol provides crop insurance for small to medium sized farmers… [+1983 chars]",0.34,0.076,0.0,0.924,"['data', 'provider', 'chainlink', 'provide', 'decentralized', 'weather', 'data', 'insurance', 'startup', 'arbol', 'according', 'blog', 'shared', 'coindeskarbol', 'provides', 'crop', 'insurance', 'small', 'medium', 'sized', 'farmers', 'chars']"
57,2020-08-21,"Hopes the bottleneck on the Ethereum blockchain might now ease have sent tokens associated with decentralized exchanges known as DEX tokens soaring, with the token of the 0x exchange (ZRX) rallying t… [+2121 chars]",0.6486,0.142,0.0,0.858,"['hopes', 'bottleneck', 'ethereum', 'blockchain', 'might', 'ease', 'sent', 'tokens', 'associated', 'decentralized', 'exchanges', 'known', 'dex', 'tokens', 'soaring', 'token', 'x', 'exchange', 'zrx', 'rallying', 'chars']"
58,2020-09-03,"Pornhub will accept BTC and LTC payments, a nonprofit is calling upon Coinbase to be more transparent and credit default swaps are coming to the Ethereum blockchain. 
Youre reading Blockchain Bites,… [+8793 chars]",0.6666,0.154,0.0,0.846,"['pornhub', 'accept', 'btc', 'ltc', 'payments', 'nonprofit', 'calling', 'upon', 'coinbase', 'transparent', 'credit', 'default', 'swaps', 'coming', 'ethereum', 'blockchainyoure', 'readingblockchain', 'bites', 'chars']"
59,2020-09-01,Researchers at ZenGo have properly disclosed a vulnerability discovered in the Diogenes protocol proof. The proof is designed to provide the raw entropy for a Verifiable Delay Function (VDF) for the … [+3083 chars],-0.4939,0.0,0.127,0.873,"['researchers', 'zengo', 'properly', 'disclosed', 'vulnerability', 'discovered', 'diogenes', 'protocol', 'proof', 'proof', 'designed', 'provide', 'raw', 'entropy', 'verifiable', 'delay', 'function', 'vdf', 'chars']"
60,2020-08-12,"As the price of bitcoin rises, token sales have become trendy once more.
Ava, Dot, tweeted ZenGo wallet CEO Ouriel Ohayon, 2017 is back. For better or worse.
Ava Labs, the startup founded by Cornel… [+8117 chars]",-0.0516,0.071,0.076,0.854,"['price', 'bitcoin', 'rises', 'token', 'sales', 'become', 'trendy', 'moreava', 'dot', 'tweeted', 'zengo', 'wallet', 'ceo', 'ouriel', 'ohayon', 'back', 'better', 'worseava', 'labs', 'startup', 'founded', 'cornel', 'chars']"
61,2020-09-01,"Fees for transactions on the Ethereum network hit a new all-time high on Tuesday, a development that comes as activity in the decentralized finance (DeFi) ecosystem continues to grow.
According to d… [+1443 chars]",0.0,0.0,0.0,1.0,"['fees', 'transactions', 'ethereum', 'network', 'hit', 'new', 'alltime', 'high', 'tuesday', 'development', 'comes', 'activity', 'decentralized', 'finance', 'defi', 'ecosystem', 'continues', 'growaccording', 'chars']"
62,2020-08-07,"Crypto asset manager Grayscale has filed for its Ethereum Trust to become a Securities and Exchange Commission (SEC) reporting company, according to a Thursday announcement.
The firm has filed a For… [+1152 chars]",0.7906,0.229,0.0,0.771,"['crypto', 'asset', 'manager', 'grayscale', 'filed', 'ethereum', 'trust', 'become', 'securities', 'exchange', 'commission', 'sec', 'reporting', 'company', 'according', 'thursday', 'announcementthe', 'firm', 'filed', 'chars']"
63,2020-08-12,"Ethereum miners generated $143.8 million in revenue in July, representing a 23-month high, according to The Block Research.
Transaction fees made a chunk, nearly 23%, of Ethereum miners' revenue dur… [+892 chars]",-0.4404,0.0,0.091,0.909,"['ethereum', 'miners', 'generated', 'million', 'revenue', 'july', 'representing', 'month', 'high', 'according', 'block', 'researchtransaction', 'fees', 'made', 'chunk', 'nearly', 'ethereum', 'miners', 'revenue', 'dur', 'chars']"
64,2020-08-06,"The Ethereum Classic (ETC) blockchain has experienced a second 51% attack in a week.
Bitfly, the parent company of Ethermine mining pool, reported the attack on Thursday morning. Binance also confir… [+1346 chars]",-0.7351,0.0,0.176,0.824,"['ethereum', 'classic', 'etc', 'blockchain', 'experienced', 'second', 'attack', 'weekbitfly', 'parent', 'company', 'ethermine', 'mining', 'pool', 'reported', 'attack', 'thursday', 'morning', 'binance', 'also', 'confir', 'chars']"
65,2020-08-13,"Yahoo fait partie de Verizon Media. Cliquez sur J'accepte afin dautoriser Verizon Media et ses partenaires à utiliser des cookies et des technologies similaires pour accéder à votre appareil, utilise… [+656 chars]",0.0,0.0,0.0,1.0,"['yahoo', 'fait', 'partie', 'de', 'verizonmedia', 'cliquez', 'sur', 'jaccepte', 'afin', 'dautoriser', 'verizonmedia', 'et', 'ses', 'partenaires', 'utiliser', 'des', 'cookies', 'et', 'des', 'technologies', 'similaires', 'pour', 'accder', 'votre', 'appareil', 'utilise', 'chars']"
66,2020-08-29,"The Ethereum Classic blockchain suffered a 51% attack Saturday evening, its third 51% attack this month, noticed by mining company Bitfly, which also spotted the first attack on Aug. 1.
<ul><li>The … [+2116 chars]",-0.91,0.0,0.309,0.691,"['ethereum', 'classic', 'blockchain', 'suffered', 'attack', 'saturday', 'evening', 'third', 'attack', 'month', 'noticed', 'mining', 'company', 'bitfly', 'also', 'spotted', 'first', 'attack', 'aug', 'ullithe', 'chars']"
67,2020-08-23,"Ethereum 2.0 has been delayed once again, but we may still see the launch of ETH staking in Fall 2020. It's time for investors to decide: will they stake Ethereum that promises earnings of 5-10% - or… [+5085 chars]",0.4497,0.083,0.035,0.881,"['ethereum', 'delayed', 'may', 'still', 'see', 'launch', 'eth', 'staking', 'fall', 'time', 'investors', 'decide', 'stake', 'ethereum', 'promises', 'earnings', 'chars']"
68,2020-08-19,"Prices for ren, the token for the RenVM DeFi network, surged by more than 100% over the past week. Thats because the total amount of renBTC, a tokenized bitcoin that is locked in RenVM, broke 10,000 … [+1351 chars]",-0.4215,0.0,0.072,0.928,"['prices', 'ren', 'token', 'renvm', 'defi', 'network', 'surged', 'past', 'week', 'thats', 'total', 'amount', 'renbtc', 'tokenized', 'bitcoin', 'locked', 'renvm', 'broke', 'chars']"
69,2020-09-01,Investors primarily treat Bitcoin (BTC-USD) as a scarce asset which lends itself to a number of valuation approaches that appear to work reasonably well. Ethereum (ETH-USD) is a smart contract platfo… [+14924 chars],0.8519,0.311,0.0,0.689,"['investors', 'primarily', 'treat', 'bitcoin', 'btcusd', 'scarce', 'asset', 'lends', 'number', 'valuation', 'approaches', 'appear', 'work', 'reasonably', 'well', 'ethereum', 'ethusd', 'smart', 'contract', 'platfo', 'chars']"
70,2020-08-26,"EOS
EOS slid by 7.77% on Tuesday. Reversing a 1.99% gain from Monday, EOS ended the day at $3.1234.
A mixed start to the day saw EOS rise to an early morning intraday high $3.3961 before hitting re… [+4762 chars]",0.5267,0.084,0.0,0.916,"['eoseos', 'slid', 'tuesday', 'reversing', 'gain', 'monday', 'eos', 'ended', 'day', 'mixed', 'start', 'day', 'saw', 'eos', 'rise', 'early', 'morning', 'intraday', 'high', 'hitting', 'chars']"
71,2020-08-25,"Over $1 billion worth of tokens on the Ethereum blockchain are missing a software standard released in 2017, setting them up to be hijacked and drained from trading exchanges, according to new resear… [+6672 chars]",-0.4215,0.051,0.125,0.824,"['billion', 'worth', 'tokens', 'ethereum', 'blockchain', 'missing', 'software', 'standard', 'released', 'setting', 'hijacked', 'drained', 'trading', 'exchanges', 'according', 'new', 'resear', 'chars']"
72,2020-08-17,"Litecoin Litecoin is a peer-to-peer cryptocurrency and open source software project released by Charlie Lee. The Litecoin Network aims to process a block every 2.5 minutes, rather than Bitcoin's 10 m… [+131 chars]",-0.4404,0.0,0.088,0.912,"['litecoin', 'litecoin', 'peertopeer', 'cryptocurrency', 'open', 'source', 'software', 'project', 'released', 'charlie', 'lee', 'litecoin', 'network', 'aims', 'process', 'block', 'every', 'minutes', 'rather', 'bitcoins', 'chars']"
73,2020-08-17,"EOS
EOS rallied by 4.11% on Sunday. Following on from a 14% jump on Saturday, EOS ended the week up by 28.09% to $3.8792.
It was a mixed start to the day. EOS rose to an early morning high $3.8724 … [+4829 chars]",0.0,0.0,0.0,1.0,"['eoseos', 'rallied', 'sunday', 'following', 'jump', 'saturday', 'eos', 'ended', 'week', 'mixed', 'start', 'day', 'eos', 'rose', 'early', 'morning', 'high', 'chars']"
74,2020-08-31,"Signature Bank gave out dozens more small business PPP loans to crypto firms than previously known, Ethereum Classic has suffered another 51% attack and a digital yuan wallet went live and disappeare… [+8669 chars]",-0.743,0.0,0.169,0.831,"['signature', 'bank', 'gave', 'dozens', 'small', 'business', 'ppp', 'loans', 'crypto', 'firms', 'previously', 'known', 'ethereum', 'classic', 'suffered', 'another', 'attack', 'digital', 'yuan', 'wallet', 'went', 'live', 'disappeare', 'chars']"
75,2020-08-28,"Mongolian authorities have put the kibosh on cheap electricity for crypto miners, Venezuela is seeing healthy crypto use outside government-approved exchanges and a critical bug has left 13% of Ether… [+8353 chars]",0.1027,0.079,0.068,0.853,"['mongolian', 'authorities', 'put', 'kibosh', 'cheap', 'electricity', 'crypto', 'miners', 'venezuela', 'seeing', 'healthy', 'crypto', 'use', 'outside', 'governmentapproved', 'exchanges', 'critical', 'bug', 'left', 'ether', 'chars']"
76,2020-08-25,"Historic fee pressure plaguing the Ethereum blockchain is forcing one of decentralized finance’s (DeFi) hottest projects to consider swapping tires while driving.
Digital asset trust company BitGo i… [+3002 chars]",0.5574,0.166,0.063,0.771,"['historic', 'fee', 'pressure', 'plaguing', 'ethereum', 'blockchain', 'forcing', 'one', 'decentralized', 'finances', 'defi', 'hottest', 'projects', 'consider', 'swapping', 'tires', 'drivingdigital', 'asset', 'trust', 'company', 'bitgo', 'chars']"
77,2020-08-27,"Leading crypto exchange Binance is launching the CryptoSafe Alliance platform in partnership with Oasis Labs, a data privacy company, to prevent and analyze cryptocurrency fraud.
<ul><li>Calling it … [+3207 chars]",-0.5719,0.036,0.123,0.841,"['leading', 'crypto', 'exchange', 'binance', 'launching', 'cryptosafe', 'alliance', 'platform', 'partnership', 'oasis', 'labs', 'data', 'privacy', 'company', 'prevent', 'analyze', 'cryptocurrency', 'fraudullicalling', 'chars']"
78,2020-08-20,"Ethereum Classic (ETC) Labs proposed a multi-stage strategy on Wednesday to combat the risk of 51% attacks, which have roiled the network in recent weeks.
As The Block has reported, Ethereum Classic… [+2151 chars]",-0.8519,0.0,0.262,0.738,"['ethereum', 'classic', 'etc', 'labs', 'proposed', 'multistage', 'strategy', 'wednesday', 'combat', 'risk', 'attacks', 'roiled', 'network', 'recent', 'weeksas', 'block', 'reported', 'ethereum', 'classic', 'chars']"
79,2020-08-28,"Mongolian authorities have put the kibosh on cheap electricity for crypto miners, Venezuela is seeing healthy crypto use outside government-approved exchanges and a critical bug has left 13% of Ether… [+8320 chars]",0.1027,0.079,0.068,0.853,"['mongolian', 'authorities', 'put', 'kibosh', 'cheap', 'electricity', 'crypto', 'miners', 'venezuela', 'seeing', 'healthy', 'crypto', 'use', 'outside', 'governmentapproved', 'exchanges', 'critical', 'bug', 'left', 'ether', 'chars']"
80,2020-09-02,"Ethereum miners are gaining big as transaction costs or gas fees continue to rise amid decentralized finance (DeFi) boom.
According to The Block Research, Ethereum miners generated all-time high fee… [+925 chars]",-0.0258,0.078,0.081,0.84,"['ethereum', 'miners', 'gaining', 'big', 'transaction', 'costs', 'gas', 'fees', 'continue', 'rise', 'amid', 'decentralized', 'finance', 'defi', 'boomaccording', 'block', 'research', 'ethereum', 'miners', 'generated', 'alltime', 'high', 'fee', 'chars']"
81,2020-08-20,"Stablecoin issuer Tether is today moving 1 billion USDT coins, or 8% of its total supply, from TRON to Ethereum blockchain.
Tether CTO Paolo Ardoino told The Block that ""a cryptocurrency exchange is… [+1057 chars]",-0.4404,0.0,0.081,0.919,"['stablecoin', 'issuer', 'tether', 'today', 'moving', 'billion', 'usdt', 'coins', 'total', 'supply', 'tron', 'ethereum', 'blockchaintether', 'cto', 'paolo', 'ardoino', 'told', 'block', 'cryptocurrency', 'exchange', 'chars']"
82,2020-08-07,"Ethereum Classic’s second 51% attack Thursday resulted in a massive reorganization of 4,236 blocks and successful double-spend of $1.68 million worth of cryptocurrency, according to an investigation … [+976 chars]",0.1779,0.164,0.144,0.692,"['ethereum', 'classics', 'second', 'attack', 'thursday', 'resulted', 'massive', 'reorganization', 'blocks', 'successful', 'doublespend', 'million', 'worth', 'cryptocurrency', 'according', 'investigation', 'chars']"
83,2020-08-10,"With the price of bitcoin knocking on $12K, CoinDesk’s Markets Daily is back with another time-saving news roundup.
For early access before our regular noon Eastern time releases , subscribe with Ap… [+1243 chars]",0.0,0.0,0.0,1.0,"['price', 'bitcoin', 'knocking', 'k', 'coindesks', 'markets', 'daily', 'back', 'another', 'timesaving', 'news', 'roundupfor', 'early', 'access', 'regular', 'noon', 'eastern', 'time', 'releases', 'subscribe', 'withap', 'chars']"
84,2020-08-14,"What happened
Shares of Ebang International Holdings(NASDAQ:EBON) surged on Friday after the maker of bitcoin-mining machines and chip designer announced plans to launch a new cryptocurrency trading… [+1200 chars]",0.296,0.075,0.0,0.925,"['happenedshares', 'ofebang', 'international', 'holdingsnasdaqebon', 'surged', 'friday', 'maker', 'bitcoinmining', 'machines', 'chip', 'designer', 'announced', 'plans', 'launch', 'new', 'cryptocurrency', 'trading', 'chars']"
85,2020-08-27,"Decentralized finance (DeFi) continues to expand beyond Ethereum with the help of top-tier investors.
Acala, a DeFi startup building on the Polkadot blockchain, has closed a $7 million simple agreem… [+4920 chars]",0.6124,0.152,0.0,0.848,"['decentralized', 'finance', 'defi', 'continues', 'expand', 'beyond', 'ethereum', 'help', 'toptier', 'investorsacala', 'defi', 'startup', 'building', 'polkadot', 'blockchain', 'closed', 'million', 'simple', 'agreem', 'chars']"
86,2020-08-06,"On August 6, Grayscale Ethereum Trust filed to become an SEC reporting company.
Amidst the Ethereum (ETH) bull run, Grayscale Investments voluntarily decided to make its Ethereum Trust an SEC report… [+909 chars]",0.765,0.176,0.0,0.824,"['august', 'grayscale', 'ethereum', 'trust', 'filed', 'become', 'sec', 'reporting', 'companyamidst', 'ethereum', 'eth', 'bull', 'run', 'grayscale', 'investments', 'voluntarily', 'decided', 'make', 'ethereum', 'trust', 'sec', 'report', 'chars']"
87,2020-08-24,"Chainlink (LINK) has been going absolutely parabolic lately shooting past $18 before falling down to $16.88 at the time of writing and it is now the fifth-biggest crypto, according to CoinMarketCap.… [+4046 chars]",-0.1531,0.0,0.048,0.952,"['chainlink', 'link', 'going', 'absolutely', 'parabolic', 'lately', 'shooting', 'past', 'falling', 'time', 'writing', 'fifthbiggest', 'crypto', 'according', 'tocoinmarketcap', 'chars']"
88,2020-08-15,"Since Sunday, 1,043 more bitcoins were tokenized through Wrapped Bitcoin than were actually created by bitcoin miners as the Ethereum-based decentralized finance (DeFi) boom shows no signs of abating… [+1436 chars]",-0.0516,0.06,0.066,0.873,"['since', 'sunday', 'bitcoins', 'tokenized', 'wrapped', 'bitcoin', 'actually', 'created', 'bitcoin', 'miners', 'ethereumbased', 'decentralized', 'finance', 'defi', 'boom', 'shows', 'signs', 'abating', 'chars']"
89,2020-08-11,"Blockchain infrastructure startup Alchemy, which helps decentralized finance (DeFi) projects run or access nodes, just launched its full suite of products to the public, after a two-year closed beta … [+3404 chars]",0.4767,0.128,0.0,0.872,"['blockchain', 'infrastructure', 'startup', 'alchemy', 'helps', 'decentralized', 'finance', 'defi', 'projects', 'run', 'access', 'nodes', 'launched', 'full', 'suite', 'products', 'public', 'twoyear', 'closed', 'beta', 'chars']"
90,2020-08-07,"Could these hoop stars make Top Shot the next CryptoKitties?
Top Shot, the NBA-themed digital trading card that hopes to bring blockchain to the masses.
Dapper Networks
What happens when you mix $… [+4613 chars]",0.6597,0.167,0.0,0.833,"['could', 'hoop', 'stars', 'make', 'top', 'shot', 'next', 'cryptokittiestop', 'shot', 'nbathemed', 'digital', 'trading', 'card', 'hopes', 'bring', 'blockchain', 'massesdapper', 'networkswhat', 'happens', 'mix', 'chars']"
91,2020-08-10,"EOS
EOS fell 1.20% on Sunday. Partially reversing a 1.89% gain from Saturday, EOS ended the week up by 2.95% to $3.0277.
A bullish start to the day saw EOS rise to an early morning intraday $3.0821… [+4918 chars]",0.5267,0.086,0.0,0.914,"['eoseos', 'fell', 'sunday', 'partially', 'reversing', 'gain', 'saturday', 'eos', 'ended', 'week', 'bullish', 'start', 'day', 'saw', 'eos', 'rise', 'early', 'morning', 'intraday', 'chars']"
92,2020-08-07,"Bitcoins price is trending down and an Ethereum competitor is entering the DeFi race this weekend.
<ul><li>Bitcoin (BTC) trading around $11,579 as of 20:00 UTC (4 p.m. ET). Slipping 2.4% over the pr… [+3751 chars]",0.0,0.0,0.0,1.0,"['bitcoins', 'price', 'trending', 'ethereum', 'competitor', 'entering', 'defi', 'race', 'weekendullibitcoin', 'btc', 'trading', 'around', 'utc', 'pm', 'et', 'slipping', 'pr', 'chars']"
93,2020-08-17,"The total adjusted on-chain volume for Bitcoin and Ethereum recorded a yearly high in July, with the combined total standing at $90.1 billion, according to a recent analysis by The Block Research.
T… [+742 chars]",-0.4404,0.0,0.083,0.917,"['total', 'adjusted', 'onchain', 'volume', 'bitcoin', 'ethereum', 'recorded', 'yearly', 'high', 'july', 'combined', 'total', 'standing', 'billion', 'according', 'recent', 'analysis', 'block', 'researcht', 'chars']"
